municipality,group,variable,month,Nacidos vivos,TOTAL
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2009-07-01,35,35
CHAQUI,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos vivos,2009-07-01,68,68
CHAYANTA,atencion de partos en servicio,nacidos vivos,2009-07-01,10,10
CHIMORE,atencion de partos en servicio,nacidos vivos,2009-07-01,15,15
CHIPAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2009-07-01,25,25
CHUMA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
CLIZA,atencion de partos en servicio,nacidos vivos,2009-07-01,15,15
COBIJA,atencion de partos en servicio,nacidos vivos,2009-07-01,121,121
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2009-07-01,1541,1541
COIPASA,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2009-07-01,67,67
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
COLLANA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
COLOMI,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2009-07-01,30,30
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
COLQUIRI,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
COMARAPA,atencion de partos en servicio,nacidos vivos,2009-07-01,31,31
CONCEPCION,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
COPACABANA,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
CORIPATA,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
CORO CORO,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
COROICO,atencion de partos en servicio,nacidos vivos,2009-07-01,22,22
CORQUE,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
COTAGAITA,atencion de partos en servicio,nacidos vivos,2009-07-01,21,21
COTOCA,atencion de partos en servicio,nacidos vivos,2009-07-01,60,60
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2009-07-01,20,20
CUEVO,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
CULPINA,atencion de partos en servicio,nacidos vivos,2009-07-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
EL ALTO,atencion de partos en servicio,nacidos vivos,2009-07-01,1287,1287
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2009-07-01,10,10
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
EL TORNO,atencion de partos en servicio,nacidos vivos,2009-07-01,43,43
EL VILLAR,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2009-07-01,22,22
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2009-07-01,21,21
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
EXALTACION,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2009-07-01,20,20
FILADELFIA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2009-07-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
GUANAY,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
GUAQUI,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2009-07-01,80,80
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2009-07-01,14,14
HUACARETA,atencion de partos en servicio,nacidos vivos,2009-07-01,13,13
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
HUACHACALLA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
HUANUNI,atencion de partos en servicio,nacidos vivos,2009-07-01,22,22
HUARACAJE,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
ICLA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
INCAHUASI,atencion de partos en servicio,nacidos vivos,2009-07-01,31,31
INGAVI (HUMAITA),atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
INQUISIVI,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2009-07-01,6,6
IXIAMAS,atencion de partos en servicio,nacidos vivos,2009-07-01,10,10
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2009-07-01,26,26
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2009-07-01,40,40
LA PAZ,atencion de partos en servicio,nacidos vivos,2009-07-01,1512,1512
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
LAJA,atencion de partos en servicio,nacidos vivos,2009-07-01,6,6
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
LICOMA PAMPA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2009-07-01,66,66
LLICA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
LORETO,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
LURIBAY,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
MACHACAMARCA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
MACHARETI,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
MAGDALENA,atencion de partos en servicio,nacidos vivos,2009-07-01,15,15
MAIRANA,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
MAPIRI,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
MECAPACA,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
MINEROS,atencion de partos en servicio,nacidos vivos,2009-07-01,16,16
MIZQUE,atencion de partos en servicio,nacidos vivos,2009-07-01,31,31
MOCOMOCO,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
MOJOCOYA,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
MONTEAGUDO,atencion de partos en servicio,nacidos vivos,2009-07-01,48,48
MONTERO,atencion de partos en servicio,nacidos vivos,2009-07-01,204,204
MORO MORO,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
MOROCHATA,atencion de partos en servicio,nacidos vivos,2009-07-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
OCURI,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
OKINAWA,atencion de partos en servicio,nacidos vivos,2009-07-01,13,13
OMEREQUE,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
ORURO,atencion de partos en servicio,nacidos vivos,2009-07-01,576,576
PADCAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
PADILLA,atencion de partos en servicio,nacidos vivos,2009-07-01,17,17
PAILON,atencion de partos en servicio,nacidos vivos,2009-07-01,23,23
PALCA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2009-07-01,25,25
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
PASORAPA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,22,22
PAZÑA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
POCOATA,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
POCONA,atencion de partos en servicio,nacidos vivos,2009-07-01,19,19
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2009-07-01,17,17
POOPO,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
PORCO,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
POROMA,atencion de partos en servicio,nacidos vivos,2009-07-01,16,16
PORONGO,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2009-07-01,47,47
PORVENIR,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
POTOSI,atencion de partos en servicio,nacidos vivos,2009-07-01,330,330
PRESTO,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
PUCARANI,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
PUERTO SILES,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2009-07-01,37,37
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2009-07-01,96,96
PUNA,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
PUNATA,atencion de partos en servicio,nacidos vivos,2009-07-01,76,76
QUIABAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2009-07-01,108,108
QUIME,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
REYES,atencion de partos en servicio,nacidos vivos,2009-07-01,12,12
RIBERALTA,atencion de partos en servicio,nacidos vivos,2009-07-01,223,223
ROBORE,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2009-07-01,29,29
SABAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos,2009-07-01,187,187
SACABAMBA,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
SACACA,atencion de partos en servicio,nacidos vivos,2009-07-01,18,18
SAIPINA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
SAN AGUSTIN,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
SAN ANDRES DE MACHACA,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
SAN BENITO,atencion de partos en servicio,nacidos vivos,2009-07-01,14,14
SAN BORJA,atencion de partos en servicio,nacidos vivos,2009-07-01,64,64
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2009-07-01,12,12
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2009-07-01,42,42
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2009-07-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2009-07-01,120,120
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2009-07-01,22,22
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2009-07-01,34,34
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2009-07-01,15,15
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2009-07-01,66,66
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2009-07-01,14,14
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2009-07-01,31,31
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2009-07-01,22,22
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2009-07-01,16,16
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2009-07-01,11,11
SAN PEDRO DE QUEMES,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
SAN RAMON,atencion de partos en servicio,nacidos vivos,2009-07-01,19,19
SAN RAMON,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
SANTA ANA,atencion de partos en servicio,nacidos vivos,2009-07-01,26,26
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2009-07-01,2645,2645
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2009-07-01,10,10
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2009-07-01,28,28
SANTIAGO DE CALLAPA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
SAPAHAQUI,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
SENA,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2009-07-01,12,12
SICAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
SOPACHUY,atencion de partos en servicio,nacidos vivos,2009-07-01,6,6
SORACACHI,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
SORATA,atencion de partos en servicio,nacidos vivos,2009-07-01,10,10
SUCRE,atencion de partos en servicio,nacidos vivos,2009-07-01,498,498
TACACHI,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
TACACOMA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
TACOBAMBA,atencion de partos en servicio,nacidos vivos,2009-07-01,3,3
TACOPAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
TAPACARI,atencion de partos en servicio,nacidos vivos,2009-07-01,13,13
TARABUCO,atencion de partos en servicio,nacidos vivos,2009-07-01,28,28
TARACO,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
TARATA,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
TARIJA,atencion de partos en servicio,nacidos vivos,2009-07-01,376,376
TARVITA,atencion de partos en servicio,nacidos vivos,2009-07-01,24,24
TEOPONTE,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
TIAWANACU,atencion de partos en servicio,nacidos vivos,2009-07-01,19,19
TINGUIPAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,9,9
TIPUANI,atencion de partos en servicio,nacidos vivos,2009-07-01,20,20
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2009-07-01,37,37
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2009-07-01,83,83
TOCO,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
TOLATA,atencion de partos en servicio,nacidos vivos,2009-07-01,6,6
TOLEDO,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
TOMAVE,atencion de partos en servicio,nacidos vivos,2009-07-01,14,14
TOMINA,atencion de partos en servicio,nacidos vivos,2009-07-01,15,15
TORO TORO,atencion de partos en servicio,nacidos vivos,2009-07-01,7,7
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos,2009-07-01,20,20
TRIGAL,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos,2009-07-01,269,269
TUPIZA,atencion de partos en servicio,nacidos vivos,2009-07-01,55,55
TURCO,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
UMALA,atencion de partos en servicio,nacidos vivos,2009-07-01,1,1
UNCIA,atencion de partos en servicio,nacidos vivos,2009-07-01,28,28
URIONDO (A. CONCEPCION),atencion de partos en servicio,nacidos vivos,2009-07-01,12,12
URUBICHA,atencion de partos en servicio,nacidos vivos,2009-07-01,6,6
UYUNI,atencion de partos en servicio,nacidos vivos,2009-07-01,43,43
VACAS,atencion de partos en servicio,nacidos vivos,2009-07-01,14,14
VALLEGRANDE,atencion de partos en servicio,nacidos vivos,2009-07-01,30,30
VIACHA,atencion de partos en servicio,nacidos vivos,2009-07-01,53,53
VILA VILA,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos vivos,2009-07-01,57,57
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
VILLA SERRANO,atencion de partos en servicio,nacidos vivos,2009-07-01,13,13
VILLA TUNARI,atencion de partos en servicio,nacidos vivos,2009-07-01,120,120
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
VILLAZON,atencion de partos en servicio,nacidos vivos,2009-07-01,48,48
VINTO,atencion de partos en servicio,nacidos vivos,2009-07-01,46,46
VITICHI,atencion de partos en servicio,nacidos vivos,2009-07-01,8,8
WARNES,atencion de partos en servicio,nacidos vivos,2009-07-01,87,87
YACO,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
YACUIBA,atencion de partos en servicio,nacidos vivos,2009-07-01,166,166
YAMPARAEZ,atencion de partos en servicio,nacidos vivos,2009-07-01,10,10
YANACACHI,atencion de partos en servicio,nacidos vivos,2009-07-01,2,2
YAPACANI,atencion de partos en servicio,nacidos vivos,2009-07-01,55,55
YOCALLA,atencion de partos en servicio,nacidos vivos,2009-07-01,5,5
YOTALA,atencion de partos en servicio,nacidos vivos,2009-07-01,16,16
YUNCHARA,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos,2009-07-01,4,4
ACACIO,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
ACHACACHI,atencion de partos en servicio,nacidos vivos,2009-08-01,34,34
ACHOCALLA,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
AIQUILE,atencion de partos en servicio,nacidos vivos,2009-08-01,31,31
ALALAY,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
ALCALA,atencion de partos en servicio,nacidos vivos,2009-08-01,9,9
ANCORAIMES,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
ANTEQUERA,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
ANZALDO,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
APOLO,atencion de partos en servicio,nacidos vivos,2009-08-01,15,15
ARAMPAMPA,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
ARANI,atencion de partos en servicio,nacidos vivos,2009-08-01,18,18
ARBIETO,atencion de partos en servicio,nacidos vivos,2009-08-01,11,11
ARQUE,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos,2009-08-01,55,55
ATOCHA,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
AUCAPATA,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
AYATA,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
AYO AYO,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos,2009-08-01,16,16
AZURDUY,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
BATALLAS,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
BAURES,atencion de partos en servicio,nacidos vivos,2009-08-01,5,5
BELEN DE URMIRI,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
BERMEJO,atencion de partos en servicio,nacidos vivos,2009-08-01,54,54
BETANZOS,atencion de partos en servicio,nacidos vivos,2009-08-01,27,27
BOLIVAR,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
BOYUIBE,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
BUENA VISTA,atencion de partos en servicio,nacidos vivos,2009-08-01,15,15
CABEZAS,atencion de partos en servicio,nacidos vivos,2009-08-01,20,20
CAIROMA,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos,2009-08-01,6,6
CAJUATA,atencion de partos en servicio,nacidos vivos,2009-08-01,10,10
CALACOTO,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
CALAMARCA,atencion de partos en servicio,nacidos vivos,2009-08-01,8,8
CAMARGO,atencion de partos en servicio,nacidos vivos,2009-08-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
CAMIRI,atencion de partos en servicio,nacidos vivos,2009-08-01,59,59
CAPINOTA,atencion de partos en servicio,nacidos vivos,2009-08-01,18,18
CAQUIAVIRI,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
CARACOLLO,atencion de partos en servicio,nacidos vivos,2009-08-01,16,16
CARANAVI,atencion de partos en servicio,nacidos vivos,2009-08-01,111,111
CARAPARI,atencion de partos en servicio,nacidos vivos,2009-08-01,13,13
CARIPUYO,atencion de partos en servicio,nacidos vivos,2009-08-01,8,8
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2009-08-01,36,36
CHAQUI,atencion de partos en servicio,nacidos vivos,2009-08-01,5,5
CHARAGUA,atencion de partos en servicio,nacidos vivos,2009-08-01,43,43
CHAYANTA,atencion de partos en servicio,nacidos vivos,2009-08-01,8,8
CHIMORE,atencion de partos en servicio,nacidos vivos,2009-08-01,12,12
CHIPAYA,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2009-08-01,18,18
CHUMA,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
CLIZA,atencion de partos en servicio,nacidos vivos,2009-08-01,15,15
COBIJA,atencion de partos en servicio,nacidos vivos,2009-08-01,102,102
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2009-08-01,1528,1528
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2009-08-01,69,69
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
COLLANA,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
COLOMI,atencion de partos en servicio,nacidos vivos,2009-08-01,21,21
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2009-08-01,25,25
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
COLQUIRI,atencion de partos en servicio,nacidos vivos,2009-08-01,9,9
COMANCHE,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
COMARAPA,atencion de partos en servicio,nacidos vivos,2009-08-01,36,36
CONCEPCION,atencion de partos en servicio,nacidos vivos,2009-08-01,28,28
COPACABANA,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
CORIPATA,atencion de partos en servicio,nacidos vivos,2009-08-01,10,10
COROICO,atencion de partos en servicio,nacidos vivos,2009-08-01,31,31
CORQUE,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
COTAGAITA,atencion de partos en servicio,nacidos vivos,2009-08-01,17,17
COTOCA,atencion de partos en servicio,nacidos vivos,2009-08-01,51,51
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2009-08-01,18,18
CUEVO,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
CULPINA,atencion de partos en servicio,nacidos vivos,2009-08-01,20,20
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2009-08-01,6,6
EL ALTO,atencion de partos en servicio,nacidos vivos,2009-08-01,1154,1154
EL CHORO,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2009-08-01,13,13
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2009-08-01,10,10
EL TORNO,atencion de partos en servicio,nacidos vivos,2009-08-01,33,33
EL VILLAR,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2009-08-01,22,22
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2009-08-01,26,26
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2009-08-01,8,8
EUREKA (SANTOS MERCADO),atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
EXALTACION,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2009-08-01,13,13
FILADELFIA,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2009-08-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
GUANAY,atencion de partos en servicio,nacidos vivos,2009-08-01,11,11
GUAQUI,atencion de partos en servicio,nacidos vivos,2009-08-01,9,9
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2009-08-01,99,99
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2009-08-01,9,9
HUACARETA,atencion de partos en servicio,nacidos vivos,2009-08-01,9,9
HUACHACALLA,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
HUANUNI,atencion de partos en servicio,nacidos vivos,2009-08-01,14,14
HUARACAJE,atencion de partos en servicio,nacidos vivos,2009-08-01,7,7
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2009-08-01,5,5
ICLA,atencion de partos en servicio,nacidos vivos,2009-08-01,8,8
INCAHUASI,atencion de partos en servicio,nacidos vivos,2009-08-01,26,26
INQUISIVI,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2009-08-01,10,10
IXIAMAS,atencion de partos en servicio,nacidos vivos,2009-08-01,5,5
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2009-08-01,5,5
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2009-08-01,25,25
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2009-08-01,52,52
LA PAZ,atencion de partos en servicio,nacidos vivos,2009-08-01,1636,1636
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2009-08-01,3,3
LAJA,atencion de partos en servicio,nacidos vivos,2009-08-01,6,6
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
LICOMA PAMPA,atencion de partos en servicio,nacidos vivos,2009-08-01,1,1
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2009-08-01,65,65
LLICA,atencion de partos en servicio,nacidos vivos,2009-08-01,4,4
LORETO,atencion de partos en servicio,nacidos vivos,2009-08-01,2,2
